id_staz,lat,lon,quota,nome
S16090,  45.38806,  10.87333,  67.0,synop,VERONA_VILLAFRANCA
S16098,  45.68389,  12.10667,  42.0,synop,TREVISO/ISTRANA
S16099,  45.65000,  12.18333,  18.0,synop,TREVISO_S_A_
S16101,  45.42750,  12.38417,   4.0,synop,VENEZIA LIDO
S16105,  45.50528,  12.35194,   2.0,synop,VENEZIA TESSERA
S16107,  45.76111,  12.85694,   1.0,synop,CONCORDIA SAGITTARIA
S16108,  45.82750,  13.47222,  12.0,synop,RONCHI DEI LEGIONARI
S16110,  45.67694,  13.75472,   3.0,synop,TRIESTE
S16111,  44.24250,   8.20111,1381.0,synop,MONTE SETTEPANI
S16112,          ,          ,      ,synop,
S16114,  44.39028,   7.82917, 559.0,synop,MONDOVI_
S16115,  44.17889,   7.56833,1232.0,synop,LIMONE COLLE DI TEND
S16119,  44.55222,   8.93750, 487.0,synop,PASSO DEI GIOVI
S16120,  44.41333,   8.83750,   4.0,synop,GENOVA/SESTRI
S16121,  44.41944,   8.92111,  44.0,synop,GENOVA
S16122,  44.04583,   8.12556,  45.0,synop,ALBENGA
S16123,  44.32611,   9.34722,  29.0,synop,CHIAVARI
S16124,  44.46667,   9.93333,1039.0,synop,PASSO_CISA
S16125,  44.08722,   9.98500,   9.0,synop,SARZANA_LUNI
S16126,  44.55000,   8.93000, 487.0,synop,PASSO DEI GIOVI
S16127,  44.08000,   9.98000,   8.0,synop,SARZANA
S16128,  44.65000,  10.95000,  32.0,synop,MODENA
S16129,  44.06694,   9.81639, 520.0,synop,LA SPEZIA/LA CASTELL
S16130,  44.81722,  10.29694,  50.0,synop,PARMA
S16132,  44.52750,  11.28861,  51.0,synop,BOLOGNA
S16133,  44.81528,  11.61250,   9.0,synop,FERRARA
S16134,  44.19361,  10.70000,2165.0,synop,MONTE_CIMONE
S16138,  44.81556,  11.61250,   8.0,synop,FERRARA
S16140,  44.53083,  11.29694,  37.0,synop,BOLOGNA/B.PANIGALE
S16146,  44.44139,  12.29611,   2.0,synop,PUNTA MARINA
S16147,  44.19556,  12.06972,  30.0,synop,FORLI'
S16148,  44.22889,  12.29194,   6.0,synop,CERVIA
S16149,  44.02444,  12.61278,  12.0,synop,RIMINI
S16150,  43.86000,   8.03000,  71.0,synop,IMPERIA
S16151,          ,          ,      ,synop,
S16153,  43.95722,   8.16972, 220.0,synop,CAPO_MELE
S16158,  43.68333,  10.38333,   1.9,synop,PISA_SAN_GIUSTO
S16161,          ,          ,      ,synop,
S16165,  43.40000,  10.88000,      ,synop,VOLTERRA
S16168,  42.38694,  11.16972, 630.7,synop,MONTE_ARGENTARIO
S16170,  43.80861,  11.20278,  43.0,synop,FIRENZE PERETOLA
S16171,  43.78556,  11.21583,  17.0,synop,FIRENZE
S16172,  43.45972,  11.84556, 248.0,synop,AREZZO
S16179,  43.51694,  12.72778, 570.0,synop,FRONTONE
S16182,  43.10000,  12.50000, 204.0,synop,PERUGIA S. EGIDIO
S16190,  43.61139,  13.52528, 141.0,synop,ANCONA
S16191,  43.61667,  13.36028,  15.0,synop,FALCONARA
S16192,  43.43000,  13.60361, 196.0,synop,LORETO
S16197,  42.73333,  10.40000, 396.0,synop,MONTE_CALAMITA
S16204,  42.89611,  11.76778, 816.0,synop,RADICOFANI
S16206,  42.74806,  11.05889,   5.7,synop,GROSSETO
S16210,  41.99694,  12.01639,  11.0,synop,FURBARA
S16214,  42.03278,  11.83306,   3.5,synop,CIVITAVECCHIA
S16216,  42.43833,  12.05500, 307.0,synop,VITERBO
S16218,  42.44083,  12.05778, 309.0,synop,VITERBO
S16219,  42.46667,  12.98333,1874.0,synop,TERMINILLO
S16224,  42.08028,  12.21139, 266.0,synop,VIGNA_DI_VALLE
S16226,  42.37556,  13.32722, 668.0,synop,L'AQUILA
S16227,  41.97833,  13.60528, 649.0,synop,FUCINO
S16230,  42.43722,  14.18722,  15.0,synop,PESCARA
S16231,  42.41889,  14.21139, 179.0,synop,S.GIOVANNI TEATINO
S16232,  42.00417,  14.99639,  16.0,synop,TERMOLI
S16233,  41.98861,  12.73750,  89.0,synop,GUIDONIA
S16234,  41.99667,  12.73444,  88.3,synop,GUIDONIA
S16235,  41.95194,  12.50083,  17.0,synop,ROMA/URBE
S16238,  41.86000,  12.56000,  52.0,synop,ROMA/CENTOCELLE
S16239,  41.80806,  12.58472, 129.0,synop,ROMA/CIAMPINO
S16242,  41.80028,  12.23889,   4.0,synop,ROMA/FIUMICINO
S16243,  41.54583,  12.90972,  25.5,synop,LATINA
S16244,  41.64500,  13.29944, 184.0,synop,FROSINONE
S16245,  41.65556,  12.44806,  16.9,synop,P__DI_MARE
S16247,  41.54472,  12.91056,  25.0,synop,LATINA
S16252,  41.56361,  14.65500, 793.0,synop,CAMPOBASSO
S16253,  41.06056,  14.07889,   6.0,synop,GRAZZANISE
S16258,  41.70833,  15.94778, 838.0,synop,MONTE_S__ANGELO
S16261,  41.53333,  15.71667,  56.0,synop,AMENDOLA
S16263,  41.04667,  15.23278,1085.0,synop,TREVICO
S16266,  41.88806,  16.16472,   3.0,synop,VIESTE
S16270,  41.13806,  16.76500,  57.0,synop,BARI/PALESE
S16271,  41.12056,  16.88361,  10.0,synop,BARI
S16280,  40.91667,  12.95000, 184.0,synop,PONZA
S16288,  41.07083,  14.32361,  61.0,synop,CASERTA
S16289,  40.88444,  14.29083,  90.0,synop,NAPOLI/CAPODICHINO
S16294,  40.55000,  14.20000, 160.0,synop,CAPRI
S16310,  40.02500,  15.28028, 184.0,synop,CAPO_PALINURO
S16312,  40.76611,  16.93528, 346.7,synop,GIOIA_DEL_COLLE
S16314,  40.67528,  16.35611, 496.0,synop,MATERA
S16316,  40.08750,  16.01361, 888.4,synop,LATRONICO
S16317,  40.08000,  16.01000, 895.0,synop,LATRONICO
S16318,  40.64278,  17.20611, 413.0,synop,MARTINA FRANCA
S16320,  40.65778,  17.95167,   5.9,synop,BRINDISI
S16324,  40.51000,  17.40000,      ,synop,GROTTAGLIE
S16325,  40.43333,  16.88333,   5.0,synop,MARINA_DI_GINOSA
S16332,  40.23833,  18.13889,  48.0,synop,LECCE
S16333,  40.23833,  18.13861,  47.0,synop,LECCE
S16334,  40.11083,  18.51222,  79.0,synop,OTRANTO
S16336,  39.58000,  15.90000, 484.0,synop,BONIFATI
S16337,  39.58472,  15.89139, 484.3,synop,BONIFATI
S16342,  39.39861,  17.15278,   3.0,synop,PUNTA ALICE
S16344,  39.33056,  16.39639,1669.0,synop,MONTESCURO
S16350,  39.00000,  17.06000, 155.0,synop,CROTONE
S16360,  39.81139,  18.34222, 104.0,synop,LEUCA
S16362,  38.90833,  16.24167,  12.0,synop,LAMEZIA TERME
S16364,  38.75556,  16.36833, 996.0,synop,SERRALTA DI S.VITO
S16365,  38.90528,  16.59528, 332.0,synop,CATANZARO
S16400,  38.70722,  13.17722, 242.0,synop,USTICA
S16405,  38.18194,  13.09944,  20.0,synop,PALERMO PUNTA RAISI
S16409,  38.11194,  13.31167, 120.0,synop,PALERMO BOCCADIFALCO
S16415,  38.58000,  14.87167,  45.0,synop,ISOLA SALINA
S16416,  38.80250,  15.23417,  75.0,synop,ISOLA STROMBOLI
S16420,  38.19972,  15.54889,  50.5,synop,MESSINA
S16422,  38.17194,  15.65361,  29.0,synop,REGGIO CALABRIA
S16429,  37.91417,  12.49139,   4.0,synop,TRAPANI_BIRGI
S16434,  37.72278,  13.42806,1034.0,synop,PRIZZI
S16436,  37.51361,  13.12667, 124.0,synop,SCIACCA
S16442,  37.99083,  14.02694, 997.0,synop,GIBILMANNA
S16450,  37.56806,  14.27972,1001.0,synop,ENNA
S16453,  37.07639,  14.22500,  79.0,synop,GELA
S16459,  37.40556,  14.91861,  28.6,synop,SIGONELLA
S16460,  37.46667,  15.06389,  12.0,synop,CATANIA FONTANAROSSA
S16464,  37.06611,  15.27944,   1.0,synop,SIRACUSA
S16465,  36.96583,  14.95778, 638.0,synop,MEZZO GREGORIO
S16469,  37.92583,  16.06056, 117.0,synop,CAPO SPARTIVENTO
S16470,  36.81389,  11.97111, 197.0,synop,PANTELLERIA
S16480,  36.68611,  15.13139,  46.0,synop,COZZO_SPADARO
S16490,  35.49806,  12.61833,  21.0,synop,LAMPEDUSA
S16504,  40.83917,   8.40528,   6.0,synop,PORTO TORRES
S16520,  40.63111,   8.28861,  27.0,synop,ALGHERO
S16522,  40.56111,   8.16306, 200.0,synop,CAPO_CACCIA
S16530,          ,          ,      ,synop,
S16531,  40.89861,   9.51778,  11.0,synop,OLBIA COSTA SMERALDA
S16532,  40.85000,   9.16000,1362.0,synop,MONTE LIMARA
S16533,          ,          ,      ,synop,
S16539,  39.74111,   8.45944,  89.0,synop,CAPO FRASCA
S16541,  39.67472,   9.44306, 608.0,synop,PERDASDEFOGU
S16542,  39.49806,   9.62944,   4.0,synop,CAPO S.LORENZO
S16546,  39.35000,   8.96667,  22.5,synop,DECIMOMANNU
S16550,  39.93083,   9.71306, 138.0,synop,C_BELLAVISTA
S16560,  39.24361,   9.06000,   4.0,synop,CAGLIARI ELMAS
S16564,  39.10389,   9.51361, 116.0,synop,CAPO_CARBONARA
S16570,          ,          ,      ,synop,
S16582,  45.40000,  11.85000,  15.0,synop,PADOVA
S16584,  41.13333,  16.76667,  46.0,synop,BARI PALESE
S16614,  40.45000,  21.28333, 660.0,synop,KASTORIA (AIRPORT)
S16622,  40.51667,  22.96667,   6.7,synop,THESSALONIKI (AIRPOR
S16627,  40.85000,  25.88333,   2.5,synop,ALEXANDROUPOLI (AIRP
S16641,  39.61667,  19.91667,   1.1,synop,KERKYRA (AIRPORT)
S16643,  38.91667,  20.76667,   3.0,synop,AKTION (AIRPORT)
S16648,  39.63333,  22.41667,  72.7,synop,LARISSA (AIRPORT)
S16650,  39.91667,  25.23333,   3.0,synop,LIMNOS (AIRPORT)
S16664,          ,          ,      ,synop,
S16667,  39.06333,  26.59833,   4.2,synop,MYTILINI (AIRPORT)
S16675,  38.90000,  22.40000, 144.0,synop,LAMIA
S16682,  37.92389,  21.28833,  16.8,synop,ANDRAVIDA (AIRPORT)
S16684,  38.96667,  24.48333,  21.7,synop,SKYROS (AIRPORT)
S16710,  37.53333,  22.40000, 650.9,synop,TRIPOLIS (AIRPORT)
S16716,  37.88985,  23.74191,  43.1,synop,HELLINIKO
S16723,  37.68333,  26.91667,   5.8,synop,SAMOS (AIRPORT)
S16732,  37.10000,  25.38333,   9.0,synop,NAXOS
S16734,  36.82528,  21.70444,  52.0,synop,METHONI
S16738,  36.71667,  24.45000, 183.0,synop,MILOS
S16743,  36.14917,  22.98861, 166.0,synop,KYTHIRA
S16746,  35.52861,  24.14528, 149.3,synop,SOUDA (AIRPORT)
S16749,  36.40194,  28.08806,   5.8,synop,RHODES (AIRPORT)
S16754,  35.33528,  25.18194,  39.0,synop,HERAKLION (AIRPORT)
S16921,          ,          ,      ,synop,
S16929,          ,          ,      ,synop,
S16932,          ,          ,      ,synop,
S16999,  42.03278,  11.83306,   3.5,synop,LIQJ_SWS___
S17022,  41.45000,  31.80000, 137.0,synop,ZONGULDAK
S17024,  41.98000,  33.78000,  64.0,synop,INEBOLU
S17026,  42.01000,  35.16000,  32.0,synop,SINOP
S17031,  41.25000,  36.55000,  15.0,synop,CARSAMBA/SAMSUN
S17034,  40.91000,  38.38000,  37.0,synop,GIRESUN
S17038,  41.00000,  39.71000,  29.0,synop,TRABZON
S17042,  41.40000,  41.43000,  33.0,synop,HOPA
S17050,  41.66000,  26.56000,  51.0,synop,EDIRNE
S17056,  40.98000,  27.55000,   3.0,synop,TEKIRDAG
S17060,  40.96000,  28.81000,  48.0,synop,ISTANBUL/ATATURK
S17067,  40.66000,  29.83000,  18.0,synop,GOLCUK/DUMLUPINAR
S17070,  40.73000,  31.60000, 743.0,synop,BOLU
S17074,  41.36000,  33.78000, 800.0,synop,KASTAMONU
S17084,  40.55000,  34.95000, 776.0,synop,CORUM
S17086,  40.30000,  36.56000, 608.0,synop,TOKAT
S17088,  40.46000,  39.46000,1219.0,synop,GUMUSHANE
S17090,  39.75000,  37.01000,1285.0,synop,SIVAS
S17092,  39.70000,  39.51000,1153.0,synop,ERZINCAN
S17096,  39.95000,  41.16000,1755.0,synop,ERZURUM
S17098,  40.55000,  43.08000,1794.0,synop,KARS
S17112,  40.13000,  26.40000,   6.0,synop,CANAKKALE
S17115,  40.31000,  27.96000,  51.0,synop,BANDIRMA
S17116,  40.18000,  29.06000, 100.0,synop,BURSA
S17124,  39.78000,  30.56000, 786.0,synop,ESKISEHIR
S17128,  40.11000,  32.98000, 953.0,synop,ESENBOGA
S17132,          ,          ,      ,synop,
S17140,  39.81000,  34.80000,1298.0,synop,YOZGAT
S17150,  39.61000,  27.91000, 103.0,synop,BALIKESIR
S17155,  39.41000,  29.96000, 969.0,synop,KUTAHYA
S17160,  39.15000,  34.16000,1000.0,synop,KIRSEHIR
S17170,  38.45000,  43.31000,1669.0,synop,VAN
S17184,          ,          ,      ,synop,
S17185,  39.95000,  32.88000,   0.0,synop, - dummy lalo
S17188,  38.68000,  29.40000, 919.0,synop,USAK
S17190,  38.75000,  30.53000,1034.0,synop,AFYON
S17195,  38.81000,  35.43000,1055.0,synop,KAYSERI/ERKILET
S17197,          ,          ,      ,synop,
S17202,  38.60000,  39.28000, 902.0,synop,ELAZIG
S17203,  38.86000,  40.50000,1177.0,synop,BINGOL
S17210,  37.91000,  41.95000, 890.0,synop,SIIRT
S17219,  38.26000,  27.15000, 125.0,synop,IZMIR/A. MENDERES
S17234,  37.85000,  27.85000,  55.0,synop,AYDIN
S17237,  37.78000,  29.08000, 425.0,synop,DENIZLI
S17240,  37.75000,  30.55000, 997.0,synop,ISPARTA
S17244,  37.96000,  32.55000,1032.0,synop,KONYA
S17248,  37.50000,  34.06000,1044.0,synop,EREGLI/KONYA
S17250,  37.96000,  34.68000,1208.0,synop,NIGDE
S17260,  37.08000,  37.36000, 705.0,synop,GAZIANTEP
S17270,  37.13000,  38.76000, 547.0,synop,SANLIURFA
S17271,          ,          ,      ,synop,
S17280,  37.88000,  40.20000, 687.0,synop,DIYARBAKIR
S17288,          ,          ,      ,synop,
S17290,  37.03000,  27.43000,  15.0,synop,BODRUM
S17292,  37.21000,  28.36000, 646.0,synop,MUGLA
S17295,  36.70000,  28.78000,   7.0,synop,DALAMAN
S17300,  36.70000,  30.73000,  51.0,synop,ANTALYA
S17310,  36.55000,  32.00000,   6.0,synop,ALANYA
S17320,  36.08000,  32.83000,   3.0,synop,ANAMUR
S17326,          ,          ,      ,synop,
S17330,  36.38000,  33.93000,  15.0,synop,SILIFKE
S17350,  37.00000,  35.41000,  73.0,synop,ADANA/INCIRLIK
S17370,  36.58000,  36.16000,   4.0,synop,ISKENDERUN
S17375,  36.30000,  30.15000,   2.0,synop,FINIKE
S17600,  34.72000,  32.48000,      ,synop,PAPHOS AP
S17601,  34.58000,  32.98000,  23.0,synop,AKROTIRI
S17607,  35.15000,  33.40000, 162.0,synop,ATHALASSA
S17609,  34.88000,  33.63000,      ,synop,LARNACA AIRPORT
S20046,  80.62250,  58.05530,  21.0,synop,POLARGMO
S20069,  79.48780,  76.97500,   9.6,synop,OSTROV
S20107,  78.05330,  14.21930,  73.0,synop,BARENTSBURG
S20217,          ,          ,      ,synop,
S20235,          ,          ,      ,synop,
S20353,  76.95000,  68.55000,   8.0,synop,MYS
S20471,  75.95120,  82.94120,  11.0,synop,IZVESTIJ
S20476,  75.40230,  88.90630,  10.0,synop,MYS
S20667,  73.32630,  70.05980,   4.0,synop,IM.
S20674,  73.50820,  80.40380,  42.0,synop,OSTROV
S20744,  72.37130,  52.70970,  18.0,synop,MALYE
S20871,  71.87180,  82.70330,   4.1,synop,SOPOCHNAYA
S20946,  70.44130,  59.08800,  13.0,synop,IM.
S20967,  70.16850,  72.50820,  18.0,synop,SEYAHA
S20978,  70.08330,  83.16670,  20.0,synop,KARAUL
S22003,  69.93500,  31.97380,   8.0,synop,VAJDA-GUBA
S22004,  69.40620,  30.20530, 105.0,synop,NIKEL'
S22012,  69.71950,  33.08900,   7.0,synop,TSYP-NAVOLOK
S22028,  69.20130,  35.10420,  33.0,synop,TERIBERKA
S22100,  68.54120,  28.92300, 120.0,synop,VERHOV'E
S22101,  68.96900,  28.77530,  98.0,synop,YANISKOSKI
S22105,  68.35180,  30.71850,  98.0,synop,NIVANKYL'
S22106,  68.60500,  31.80230,  61.0,synop,PADUN
S22113,  68.95350,  33.03900,  57.0,synop,MURMANSK
S22127,  68.00230,  35.02520, 159.0,synop,LOVOZERO
S22133,,,,,
S22140,  68.15020,  39.75150,  12.0,synop,SVYATOJ
S22165,  68.65320,  43.28580,  47.9,synop,KANIN
S22193,  68.77480,  49.30070,   8.6,synop,BUGRINO
S22212,  67.93870,  32.92120, 140.0,synop,MONCHEGORSK
S22213,  67.55050,  33.35730, 132.0,synop,APATITY
S22217,  67.16820,  32.35250,  26.0,synop,KANDALAKSHA
S22235,  67.35030,  37.05050, 155.0,synop,KRASNOSCEL'E
S22249,  67.12350,  39.65980, 149.0,synop,KANEVKA
S22271,  67.87270,  44.17120,   4.8,synop,SHOJNA
S22282,  67.80330,  46.65100,   5.5,synop,MYS
S22292,  67.68680,  48.68350,   2.9,synop,INDIGA
S22305,  66.25000,  31.11670, 122.0,synop,ZASHEEK
S22312,  66.68570,  32.88420,  30.0,synop,KOVDA
S22324,  66.67500,  34.34320,  39.0,synop,UMBA
S22334,  66.33550,  36.01680,   2.0,synop,KASHKARANTSY
S22349,  66.18670,  39.52100,   8.0,synop,PJALICA
S22361,  66.71670,  42.48330,  14.6,synop,MORZHOVEC
S22365,  66.40530,  43.26720,  19.4,synop,ABRAMOVSKIJ
S22383,  66.73700,  47.71850,  11.5,synop,NIZHNYAYA
S22408,  65.21670,  31.15000, 118.0,synop,KALEVALA
S22413,  65.78330,  33.93330,  79.0,synop,ENGOZERO
S22429,  65.02550,  35.69080,   6.6,synop,SOLOVKI
S22438,  65.20000,  36.81670,  25.5,synop,ZHIZHGIN
S22446,  65.46670,  39.73330,  83.2,synop,ZIMNEGORSKIJ
S22456,  65.37620,  41.87530,  69.5,synop,KEPINO
S22471,  65.87020,  44.20480,  13.6,synop,MEZEN'
S22481,  65.76670,  46.20000,  40.3,synop,MOSEEVO
S22520,  64.98330,  34.80000,   7.3,synop,KEM'
S22525,  64.56670,  34.91670,   9.7,synop,RAZNAVOLOK
S22529,  64.23330,  35.88330,   4.0,synop,KOLEZMA
S22541,  64.83330,  38.40000,   2.0,synop,UNSKIJ
S22546,  64.55320,  39.75930,   3.2,synop,SEVERODVINSK
S22550,  64.50250,  40.72330,   8.1,synop,ARHANGEL'SK
S22551,  64.85180,  40.27480,   1.0,synop,MUD'JUG
S22559,  64.21900,  41.65530,   9.9,synop,HOLMOGORY
S22563,  64.70000,  43.38330,  28.4,synop,PINEGA
S22573,  64.90000,  45.76670,  64.2,synop,LESUKONSKOE
S22583,  64.75000,  47.65000,  63.1,synop,KOJNAS
S22602,  63.83330,  30.81670, 180.0,synop,REBOLY
S22619,  63.26670,  33.41670, 130.0,synop,PADANY
S22621,  63.76670,  34.28330, 111.0,synop,SEGEZA
S22638,  63.32280,  36.70600, 181.4,synop,KALGACHIHA
S22641,  63.90000,  38.11670,  11.1,synop,ONEGA
S22648,  63.11670,  39.23330,  35.8,synop,TURCASOVO
S22656,  63.47430,  41.79080,  15.9,synop,EMECK
S22671,  64.00630,  44.44300,  63.0,synop,KARPOGORY
S22676,  63.58330,  45.63330,  62.4,synop,SURA
S22686,  63.45000,  47.90000,  78.8,synop,VENDINGA
S22695,  63.45000,  48.91670, 131.9,synop,KOSLAN
S22717,  62.10000,  32.38330, 158.0,synop,SUOYARVI
S22721,  62.91670,  34.43330,  79.0,synop,MEDVEZEGORSK
S22727,  62.16670,  34.30000,  41.0,synop,KONDOPOGA
S22749,  62.13330,  39.30000,  99.3,synop,KONEVO
S22762,  62.82370,  42.78850,  29.7,synop,DVINSKIJ
S22768,  62.10000,  42.90000,  39.8,synop,SHENKURSK
S22778,  62.23330,  45.01670,  54.2,synop,VERHNJAJA
S22798,  62.16970,  49.10570,  88.7,synop,JARENSK
S22802,  61.71670,  30.71670,  17.0,synop,SORTAVALA
S22805,  61.36670,  30.88330,  19.0,synop,VALAAM
S22820,  61.81670,  34.26670, 110.0,synop,PETROZAVODSK
S22829,  61.01670,  35.48330,  40.0,synop,VOSNESEN'E
S22831,  61.80000,  36.58330,  44.0,synop,PUDOZ
S22837,  61.01680,  36.45570,  55.1,synop,VYTEGRA
S22845,  61.50400,  38.93420, 124.0,synop,KARGOPOL'
S22854,  61.67430,  40.19050, 232.3,synop,NJANDOMA
S22867,  61.06670,  42.06670,  89.2,synop,VEL'SK
S22869,  61.13330,  43.35000, 119.3,synop,SHANGALY
S22876,  61.54280,  45.93650,  58.1,synop,KRASNOBORSK
S22887,  61.23700,  46.68700,  54.8,synop,KOTLAS
S22889,  61.11920,  47.98970,  68.5,synop,VILEGODSKOE
S22891,  60.55000,  30.31670,  68.0,synop,SOSNOVO
S22892,  60.71670,  28.73330,  10.0,synop,VYBORG
S22897,  60.21670,  29.00000,   4.0,synop,OZERKI
S22912,  60.98330,  32.98330,  11.0,synop,OLONEC
S22913,  60.71670,  33.55000,  21.0,synop,LODEJNOE
S22917,  60.11670,  32.31670,  12.0,synop,NOVAJA
S22925,  60.63330,  34.78330, 109.0,synop,VINNICY
S22939,  60.01880,  37.75550, 130.0,synop,BELOZERSK
S22951,  60.98450,  40.25450, 225.5,synop,KONOSHA
S22954,  60.47420,  40.18620, 199.6,synop,VOZEGA
S22974,  60.40570,  44.21800, 133.2,synop,NYUKSENITSA
S22981,  60.77620,  46.25600,  93.6,synop,VELIKIJ
S22983,  60.70000,  47.60000,  83.9,synop,LAL'SK
S22996,  60.36670,  49.65000, 148.6,synop,OB'JACEVO
S26029,  59.38950,  24.04008,  22.9,synop,Pakri
S26038,  59.39812,  24.60289,  32.9,synop,Harku
S26045,  59.52141,  26.54140,   2.5,synop,Kunda
S26046,  59.32903,  27.39828,  72.7,synop,Johvi
S26058,  59.38953,  28.10933,  28.0,synop,Narva
S26059,  59.36670,  28.60000,  17.0,synop,KINGISEPP
S26063,  59.96670,  30.30000,   3.0,synop,ST.PETERSBURG
S26067,  59.43330,  29.50000, 127.0,synop,VOLOSOVO
S26069,  59.35000,  30.13330,  88.0,synop,BELOGORKA
S26072,  59.93330,  31.00000,  14.0,synop,SHLISSEL'BURG
S26078,  59.35000,  31.23330,  36.0,synop,LJUBAN'
S26080,  59.45000,  32.03330,  25.0,synop,KIRISHI
S26094,  59.65000,  33.55000,  60.0,synop,TIHVIN
S26099,  59.50000,  34.70000, 173.0,synop,EFIMOVSKAJA
S26115,  58.92095,  22.06630,   6.5,synop,Ristna
S26124,  58.95108,  23.81567,  23.5,synop,Laane-Nigula
S26128,  58.57267,  23.51356,   1.5,synop,Virtsu
S26134,  58.97318,  24.73394,  52.7,synop,Kuusiku
S26135,  58.80871,  25.40916,  60.2,synop,Tyri
S26141,  59.14135,  26.23074, 120.6,synop,Vaike-Maarja
S26144,  58.74984,  26.41501,  70.1,synop,Jogeva
S26145,  58.86540,  26.95211,  32.4,synop,Tiirikoja
S26157,  58.73330,  27.83330,  39.0,synop,GDOV
S26167,  58.56670,  29.80000,  91.0,synop,NIKOLAEVSKOE
S26179,  58.51670,  31.25000,  24.0,synop,NOVGOROD
S26214,  58.38278,  21.81422,   5.5,synop,Vilsandi
S26218,  57.91359,  22.05791,   2.5,synop,Sorve
S26226,  58.09864,  23.97017,   2.5,synop,Kihnu
S26227,  57.78339,  23.25888,   1.6,synop,Ruhnu
S26229,  57.86730,  24.35950,   6.1,synop,AINAZI
S26231,  58.41969,  24.46957,  11.8,synop,Parnu-Sauga
S26233,  58.37778,  25.60016,  86.2,synop,Viljandi
S26238,  57.88530,  25.36970,  67.6,synop,RUIJENA
S26242,  58.26407,  26.46131,  70.5,synop,Tartu-Toravere
S26247,  57.79005,  26.03773,  65.0,synop,Valga
S26249,  57.84628,  27.01951,  82.0,synop,Voru
S26258,  57.81670,  28.33330,  44.0,synop,PSKOV
S26268,  57.81670,  29.95000,  63.0,synop,DNO
S26275,  58.01670,  31.31670,  24.0,synop,STARAYA
S26285,  58.26670,  32.53330,  62.0,synop,KRESTCY
S26291,  58.41670,  33.90000,  87.0,synop,BOROVICI
S26298,  57.88330,  34.03330, 186.0,synop,BOLOGOE
S26313,  57.74695,  22.58972,   4.1,synop,Kolka
S26314,  57.39070,  21.53570,   1.7,synop,VENTSPILS
S26318,  57.18330,  22.55050,  79.8,synop,STENDE
S26324,  57.33330,  23.10780,   4.6,synop,MERSRAGS
S26326,  57.30030,  24.40730,   7.5,synop,SKULTE
S26335,  57.30950,  25.33650, 121.9,synop,PRIEKULI
S26346,  57.43945,  27.03528, 196.7,synop,Aluksne
S26359,  57.01670,  28.90000, 108.0,synop,PUSKINSKIE
S26378,  57.15000,  31.18330,  70.0,synop,HOLM
S26381,  57.65000,  32.46670,  59.0,synop,DEMJANSK
S26389,  57.11670,  33.10000, 214.0,synop,OSTASKOV
S26393,  57.53330,  34.55000, 167.0,synop,VYSNIJ
S26406,  56.46667,  21.01667,      ,synop,Liepaja East
S26416,  56.67528,  22.50361, 112.2,synop,Saldus
S26422,  56.91667,  23.96667,      ,synop,Riga
S26424,  56.62000,  23.31972,  42.0,synop,Dobele
S26425,  56.67320,  23.73580,   4.4,synop,JELGAVA
S26456,  56.71670,  28.71670,  97.0,synop,OPOCHKA
S26477,  56.35000,  30.61670,  97.0,synop,VELIKIE
S26479,  56.48330,  31.63330, 187.0,synop,TOROPEC
S26499,  56.48330,  34.91670, 184.0,synop,STARITSA
S26501,  56.35400,  22.31800,  71.5,synop,Mazeikiai
S26509,  55.73100,  21.09200,   6.2,synop,Klaipeda
S26515,  55.99100,  22.25700, 153.3,synop,Telsiai
S26518,  55.60900,  22.23900, 165.0,synop,Laukuva
S26524,  55.94200,  23.33100, 105.9,synop,Siauliai
S26529,  55.73500,  24.41700,  57.1,synop,Panevezys
S26531,  56.19300,  24.77400,  60.2,synop,Birzai
S26544,  55.93417,  26.65917, 123.9,synop,Daugavpils
S26554,  55.81920,  27.93730,      ,synop,VERHNEDVINSK
S26578,  55.61670,  31.18330, 165.0,synop,VELIZH
S26585,  55.83330,  32.93330, 220.0,synop,BELYJ
S26600,  55.35200,  21.44700,   2.7,synop,Silute
S26621,  55.39500,  23.13300, 110.7,synop,Raseiniai
S26629,  54.88400,  23.83600,  76.1,synop,Kaunas
S26633,  55.51500,  25.59000, 104.8,synop,Utena
S26634,  55.26400,  24.76000,  72.1,synop,Ukmerge
S26636,  55.13300,  26.17300, 221.0,synop,Svencionys
S26643,  55.35780,  27.45400,      ,synop,SHARCOVSCHINA
S26645,  55.04270,  26.30420,      ,synop,LYNTUPY
S26653,  55.47150,  28.75100,      ,synop,POLOTSK
S26657,  54.88570,  27.75630,      ,synop,DOKSHITSY
S26659,  54.87470,  28.70280,      ,synop,LEPEL
S26666,  55.25170,  30.24280,      ,synop,VITEBSK
S26668,  54.80270,  29.68580,      ,synop,SENNO
S26695,  55.16670,  34.40000, 243.0,synop,VJAZ'MA
S26702,  54.72250,  20.55500,  19.0,synop,KALININGRAD
S26711,  54.63550,  21.78930,  32.1,synop,CHERNYAHOVSK
S26714,  54.52900,  23.35200,  75.2,synop,Marijampole
S26730,  54.62600,  25.10700, 162.0,synop,Vilnius
S26759,  54.25930,  28.49200,      ,synop,BORISOV
S26763,  54.50170,  30.43970,      ,synop,ORSHA
S26774,  54.30230,  30.93970,      ,synop,GORKI
S26781,  54.75000,  32.06670, 240.0,synop,SMOLENSK
