id_staz,lat,lon,quota,nome
S03953,  51.93000, -10.23000,  23.0,synop,VALENTIA OBSERVATORY
S03955,  51.85000,  -8.48000,      ,synop,CORK AIRPORT
S03956,  52.29000,  -6.49000,  62.0,synop,JOHNSTOWN CASTLE
S03961,  52.85000,  -6.90000,  62.0,synop,"OAK PARK, CARLOW"
S03962,  52.70000,  -8.92000,      ,synop,SHANNON AIRPORT
S03963,  53.32000,  -9.90000,  21.0,synop,MACE HEAD
S03966,  53.02000,  -8.00000,  75.0,synop,GURTEEN
S03967,  53.30000,  -6.43000,      ,synop,CASEMENT AERODROME
S03969,  53.43000,  -6.25000,      ,synop,DUBLIN AIRPORT
S03970,  53.72000,  -8.98000,  68.0,synop,CLAREMORRIS
S03971,  53.53000,  -7.37000, 101.0,synop,MULLINGAR
S03973,  53.90000,  -8.82000,      ,synop,CONNAUGHT AIRPORT
S03976,  54.23000, -10.00000,   9.0,synop,BELMULLET
S03978,  54.48000,  -8.23000,  37.0,synop,FINNER
S03979,  54.05000,  -7.30000,  78.0,synop,"BALLYHAISE, CAVAN"
S03980,  55.37000,  -7.33000,  20.0,synop,MALIN HEAD
S04203,  76.73333, -73.12083,  11.0,synop,3        7673 N    7
S04205,  77.48333, -69.38333,  16.0,synop,
S04208,  74.06055, -57.72306,  40.0,synop,8        7406 N    5
S04211,  72.78334, -56.13333, 126.0,synop,
S04213,  70.73333, -52.70000,  88.0,synop,
S04214,  70.65612, -54.60000,  27.0,synop,4        7066 N    5
S04220,  68.70806, -52.85167,  43.0,synop,
S04221,  69.24028, -51.06611,  29.0,synop,
S04224,  68.71667, -52.78333,  23.0,synop,
S04228,  67.78417, -53.96500,  10.0,synop,8        6778 N    5
S04231,  67.01333, -50.71722,  50.0,synop,
S04234,  66.95140, -53.72944,  10.0,synop,
S04241,  65.41667, -52.93333,  28.0,synop,
S04242,  65.01306, -52.52861,  12.0,synop,
S04250,  64.18333, -51.73083,  79.7,synop,
S04253,  62.57889, -50.40583,  22.2,synop,3        6258 N    5
S04254,  64.20000, -51.68333,  86.0,synop,
S04260,  62.01667, -49.66667,  36.0,synop,
S04266,  60.76361, -48.45444,  30.8,synop,6        6076 N    4
S04270,  61.16667, -45.41667,  34.0,synop,
S04272,  60.71556, -46.04889,  57.0,synop,
S04285,  59.99111, -45.14611,  14.4,synop,
S04301,  83.65612, -33.37389,   3.0,synop,
S04312,  81.60334, -16.66333,  34.0,synop,
S04313,  80.64944, -13.71194,   8.0,synop,
S04320,  76.76944, -18.66806,  11.0,synop,
S04330,  74.30751, -20.21694,  13.0,synop,
S04339,  70.48445, -21.95111,  70.0,synop,
S04351,  67.78167, -32.28417,  12.0,synop,
S04360,  65.61111, -37.63667,  54.0,synop,
S04361,  65.58333, -37.15000,  35.0,synop,
S04373,  64.78194, -40.30167,  78.0,synop,3        6478 N    4
S04382,  61.93639, -42.06778,  39.6,synop,
S04390,  60.05528, -43.16528,  88.0,synop,
S04416,  72.58333, -38.45000,3220.0,synop,
S04485,  65.99945, -44.50083,2466.3,synop,
S04488,  66.47500, -42.49861,2405.7,synop,
S06005,  62.09729,  -7.67966,  96.0,synop,5        6210 N
S06009,  61.39568,  -6.68179,  99.0,synop,
S06011,  62.02311,  -6.76475,  54.0,synop,
S06012,  62.31955,  -6.32046,  54.0,synop,
S06019,  56.92997,   8.64124,  42.0,synop,
S06030,  57.09627,   9.85051,   3.0,synop,
S06031,  57.18516,   9.95268,  13.0,synop,
S06032,  57.38277,  10.33492,  54.7,synop,
S06041,  57.73639,  10.63164,   3.2,synop,
S06049,  56.56043,  10.09289,  87.6,synop,
S06052,  56.70677,   8.21494,   2.1,synop,
S06055,  56.37167,   8.12064,   4.8,synop,5        5637 N
S06056,  56.38297,   8.67053,  53.0,synop,
S06058,  56.00725,   8.14128,   2.0,synop,
S06060,  56.29345,   9.11384,  52.0,synop,
S06065,  56.75582,   9.50674,  31.7,synop,
S06068,  56.09385,   9.18106,  60.3,synop,
S06069,  56.49315,   9.57093,  53.4,synop,
S06070,  56.30825,  10.62542,  20.0,synop,
S06072,  56.30270,  10.12721,  60.3,synop,
S06073,  56.09545,  10.51348,   4.3,synop,
S06074,  56.08035,  10.13529,  53.8,synop,
S06079,  56.71688,  11.50983,   2.4,synop,
S06081,  55.55753,   8.08281,  13.0,synop,
S06082,  55.95905,   8.62420,  25.0,synop,
S06093,  55.29085,   8.65512,   3.0,synop,
S06096,  55.19036,   8.55993,   6.0,synop,
S06102,  55.86795,   9.78719,  22.1,synop,
S06104,  55.73794,   9.16741,  75.0,synop,
S06109,  55.47147,   9.11237,  62.0,synop,
S06110,  55.22516,   9.26336,  41.0,synop,
S06119,  54.85275,   9.98805,  17.0,synop,
S06120,  55.47488,  10.33049,  15.0,synop,
S06123,  55.24436,   9.88817,   1.6,synop,
S06124,  55.01436,  10.56934,   6.0,synop,
S06126,  55.30878,  10.43983,  49.2,synop,
S06133,          ,          ,      ,synop,
S06135,  55.32239,  11.38794,  32.5,synop,
S06136,  55.24646,  11.32851,  12.0,synop,
S06138,  54.82045,  10.99386,   2.0,synop,
S06141,  54.82749,  11.32919,   7.0,synop,
S06147,  54.87898,  12.18409,   3.0,synop,
S06149,  54.56869,  11.94347,   3.3,synop,
S06151,  55.15927,  11.13478,   1.5,synop,
S06154,  55.20747,  11.86045,  44.5,synop,
S06156,  55.73578,  11.60352,  11.6,synop,
S06159,  55.74348,  10.86936,  14.2,synop,
S06165,  56.19612,  11.71000,  16.4,synop,
S06168,  56.11930,  12.34242,  37.0,synop,
S06169,  56.00830,  11.27872,  14.4,synop,
S06170,  55.58685,  12.13625,  42.0,synop,
S06174,  55.39550,  12.14904,  20.7,synop,
S06180,  55.61404,  12.64535,   5.0,synop,
S06181,  55.76637,  12.52626,  40.0,synop,
S06183,  55.53638,  12.71144,   5.0,synop,
S06188,  55.87645,  12.41208,  39.7,synop,
S06193,  55.29795,  14.77177,   7.8,synop,
S06197,  55.05575,  15.09534,  23.1,synop,
S06201,  54.32556,   2.93583,  42.7,synop,Platform D15-FA-1
S06203,  52.36000,   3.34167,  41.8,synop,Platform P11-B
S06204,  53.26944,   3.62778,  41.8,synop,Platform K14-FA-1C
S06205,  55.39917,   3.81028,  48.3,synop,Platform A12-CPP
S06206,  54.11667,   4.01222,  43.4,synop,Platform F16-A
S06207,  53.61444,   4.96028,  44.0,synop,Platform L9-FF-1
S06208,  53.49167,   5.94167,  40.5,synop,Platform AWG-1
S06209,  52.46361,   4.51750,   0.0,synop,IJmond
S06210,  52.17025,   4.42946,  -0.2,synop,Valkenburg
S06211,  53.82417,   2.94528,  45.7,synop,Platform J6-A
S06212,  52.91806,   4.15028,  50.9,synop,Platform Hoorn Q1-B
S06215,  52.13972,   4.43639,  -1.1,synop,Voorschoten
S06219,  42.46667,  12.98333,1874.0,synop,TERMINILLO
S06225,  52.46222,   4.55500,   4.0,synop,IJmuiden
S06227,          ,          ,      ,synop,
S06229,  53.00000,   4.72000,   1.0,synop,Texelhors
S06235,  52.92694,   4.78111,   0.6,synop,De Kooij
S06239,  54.85389,   4.69611,  50.6,synop,Platform F3-FB-1
S06240,  52.31718,   4.78979,  -3.9,synop,Amsterdam
S06242,  53.24000,   4.92083,   1.7,synop,Vlieland
S06248,  52.63250,   5.17361,   0.8,synop,Wijdenes
S06249,  52.64278,   4.97889,  -2.4,synop,Berkhout
S06251,  53.39111,   5.34583,   0.7,synop,Terschelling Hoorn
S06252,  53.21778,   3.22028,  37.7,synop,K13-Alpha Platform
S06257,  52.50528,   4.60306,   8.5,synop,Wijk aan Zee
S06258,  52.65000,   5.40000,   7.3,synop,Houtribdijk
S06260,  52.09889,   5.17972,   1.9,synop,De Bilt
S06267,  52.89667,   5.38333,  -1.3,synop,Stavoren
S06269,  52.45722,   5.51972,  -4.4,synop,Lelystad
S06270,  53.22306,   5.75167,   0.3,synop,Leeuwarden
S06273,  52.70194,   5.88750,  -3.3,synop,Marknesse
S06275,  52.05472,   5.87222,  45.2,synop,Deelen
S06277,  53.41167,   6.19917,   2.9,synop,Lauwersoog
S06278,  52.43444,   6.25889,   3.6,synop,Heino
S06279,  52.74889,   6.57306,  15.8,synop,Hoogeveen
S06280,  53.12361,   6.58472,   3.2,synop,Groningen
S06283,  52.06778,   6.65667,  29.1,synop,Hupsel
S06285,  53.57389,   6.39833,   0.0,synop,Huibertgat
S06286,  53.19444,   7.14917,  -0.2,synop,Nieuw Beerta
S06290,  52.27306,   6.89083,  33.0,synop,Twenthe
S06308,  51.38000,   3.37917,   0.0,synop,Cadzand
S06310,  51.44139,   3.59583,   8.0,synop,Vlissingen
S06311,  51.37778,   3.67222,   0.0,synop,Hoofdplaat
S06312,  51.76667,   3.62167,   0.0,synop,Oosterschelde
S06313,  51.50361,   3.24194,   0.0,synop,Vlakte van de Raan
S06315,  51.44583,   3.99750,   0.0,synop,Hansweert
S06316,  51.65583,   3.69389,   0.0,synop,Schaar
S06319,  51.22472,   3.86139,   1.7,synop,Westdorpe
S06320,  51.92583,   3.67000,  22.0,synop,Lichteiland Goeree
S06321,  51.99778,   3.27500,  19.0,synop,Euro Platform
S06323,  51.52583,   3.88361,   1.6,synop,Wilhelminadorp
S06324,  51.59555,   4.00611,   0.0,synop,Stavenisse
S06330,  51.99111,   4.12167,  11.9,synop,Hoek van Holland
S06331,  51.47861,   4.19250,   0.0,synop,Tholen
S06340,  51.44778,   4.34194,  15.0,synop,Woensdrecht
S06343,  51.89194,   4.31250,   3.5,synop,Rotterdam Geulhaven
S06344,  51.96056,   4.44694,  -5.1,synop,Rotterdam
S06348,  51.96917,   4.92583,  -0.7,synop,Cabauw
S06350,  51.56500,   4.93528,  11.9,synop,Gilze Rijen
S06356,  51.85778,   5.14528,   0.7,synop,Herwijnen
S06370,  51.44972,   5.37694,  20.7,synop,Eindhoven
S06375,  51.65833,   5.70667,  19.9,synop,Volkel
S06377,  51.19667,   5.76250,  30.0,synop,Ell
S06380,  50.90528,   5.76194, 115.1,synop,Maastricht
S06391,  51.49722,   6.19611,  19.5,synop,Arcen
S06400,  51.08000,   2.65278,      ,synop,Koksijde
S06407,  51.20000,   2.87000,   4.0,synop,OOSTENDE (AIRPORT)
S06414,  50.90000,   3.12000,  23.0,synop,BEITEM
S06418,  51.33000,   3.20000,   7.0,synop,ZEEBRUGGE
S06428,  50.93334,   3.66667,      ,synop,Semmerzake
S06431,  51.18000,   3.80000,   6.0,synop,GENT/INDUSTRIE-ZONE
S06432,  50.57000,   3.83000,      ,synop,Chievres
S06434,  50.98000,   3.82000,  13.0,synop,MELLE
S06447,  50.80000,   4.35000,  99.0,synop,UCCLE
S06449,  50.47000,   4.45000, 187.0,synop,CHARLEROI/GOSSELIES
S06450,  51.20000,   4.47000,  12.0,synop,ANTWERPEN/DEURNE
S06451,  50.90000,   4.53000,  55.0,synop,BRUSSELS NATIONAL (A
S06455,  50.10000,   4.60000, 231.0,synop,DOURBES
S06456,  50.23000,   4.64583,      ,synop,Florennes
S06458,  50.75000,   4.76833,      ,synop,Beauvechain
S06459,  50.57000,   4.68000, 155.0,synop,ERNAGE
S06464,  51.22000,   5.03000,  19.0,synop,RETIE
S06465,  51.00000,   5.06667,      ,synop,Schaffen
S06472,  50.20000,   5.25000, 294.0,synop,HUMAIN
S06476,  50.03000,   5.40000, 563.0,synop,ST-HUBERT
S06477,  50.92000,   5.45000,  37.0,synop,DIEPENBEEK
S06478,  50.65000,   5.47000, 201.0,synop,BIERSET
S06479,  51.16833,   5.47000,      ,synop,Kleine Brogel
S06484,  49.62000,   5.58000, 322.0,synop,BUZENOL
S06490,  50.48000,   5.92000, 470.0,synop,SPA/LA SAUVENIERE
S06494,  50.52000,   6.07000, 671.0,synop,MONT-RIGI
S06496,  50.46667,   6.18333,      ,synop,Elsenborn
S06590,  49.62000,   6.22000, 376.0,synop,LUXEMBOURG/LUXEMBOUR
S06601,  47.54104,   7.58356, 316.2,synop,BASEL / BINNINGEN
S06602,  47.35170,   7.34956, 439.0,synop,DELEMONT
S06604,  47.00043,   6.95412, 485.0,synop,NEUCHATEL
S06605,  47.13176,   7.05439,1599.0,synop,CHASSERAL
S06606,  47.04760,   7.05911, 431.0,synop,CRESSIER
S06608,  47.04917,   6.97883,1136.0,synop,CHAUMONT
S06609,  46.54615,   7.01781,1974.0,synop,LE MOLESON
S06610,  46.81158,   6.94242, 490.0,synop,PAYERNE
S06612,  47.08284,   6.79180,1018.0,synop,LA CHAUX-DE-FONDS
S06616,  47.42382,   6.94110, 596.0,synop,FAHY
S06617,  46.98384,   6.61030,1050.0,synop,LA BREVINE
S06618,  46.73697,   6.56799, 437.0,synop,MATHOD
S06619,  46.84062,   6.57632,1205.4,synop,BULLET / LA FRETAZ
S06620,  47.68978,   8.62006, 438.0,synop,SCHAFFHAUSEN
S06621,  47.60172,   9.27939, 440.0,synop,GUETTINGEN
S06623,  47.65125,   9.02390, 718.0,synop,SALEN-REUTENEN
S06624,  47.69728,   8.47046, 419.0,synop,HALLAU
S06625,  46.77140,   7.11371, 646.0,synop,FRIBOURG / POSIEUX
S06626,  47.36303,   7.97366, 380.0,synop,GOESGEN
S06627,  46.47982,   7.13965,1029.0,synop,CHATEAU-D'OEX
S06628,  46.74765,   7.26600,1042.0,synop,PLAFFEIEN
S06631,  46.99075,   7.46401, 552.8,synop,BERN / ZOLLIKOFEN
S06632,  47.17908,   7.41510, 430.0,synop,GRENCHEN
S06633,  47.38433,   8.07945, 386.7,synop,BUCHS / AARAU
S06635,  47.11884,   7.60549, 484.0,synop,KOPPIGEN
S06636,  46.97326,   7.27815, 479.8,synop,MUEHLEBERG
S06637,  46.73222,   8.16924, 588.6,synop,MEIRINGEN
S06638,  46.93962,   7.80644, 745.0,synop,LANGNAU I.E.
S06639,  47.00467,   7.94006,1404.0,synop,NAPF
S06641,  47.57219,   7.87790, 344.0,synop,MOEHLIN
S06643,  47.25503,   7.78740, 422.0,synop,WYNAU
S06644,  47.24380,   8.23278, 452.0,synop,MOSEN
S06645,  47.43457,   7.87933, 611.2,synop,RUENENBERG
S06646,  47.55723,   8.23326, 325.6,synop,BEZNAU
S06648,  47.17942,   8.00476, 521.0,synop,EGOLZWIL
S06650,  47.03643,   8.30096, 454.0,synop,LUZERN
S06651,  46.94703,   8.01244, 742.0,synop,SCHUEPFHEIM
S06655,  46.82189,   8.41045,1035.7,synop,ENGELBERG
S06656,  46.74072,   8.06086, 567.2,synop,BRIENZ
S06657,  46.84948,   8.19019, 471.0,synop,GISWIL
S06659,  46.97887,   8.25233,2106.0,synop,PILATUS
S06660,  47.37789,   8.56573, 556.0,synop,ZUERICH / FLUNTERN
S06664,  47.42768,   8.51789, 443.5,synop,ZUERICH / AFFOLTERN
S06666,  47.59727,   8.18826, 341.1,synop,LEIBSTADT
S06669,  47.48193,   8.39721, 845.0,synop,LAEGERN
S06670,  47.47962,   8.53608, 426.0,synop,ZUERICH / KLOTEN
S06671,  47.66863,   8.98143, 398.0,synop,STECKBORN
S06672,  46.88702,   8.62180, 438.0,synop,ALTDORF
S06673,  47.22063,   8.67771, 485.4,synop,WAEDENSWIL
S06674,  47.18828,   8.46463, 442.5,synop,CHAM
S06675,  47.13305,   8.75655, 910.0,synop,EINSIEDELN
S06676,  47.13358,   8.60808, 724.0,synop,OBERAEGERI
S06679,  47.47987,   8.90488, 539.0,synop,AADORF / TAENIKON
S06680,  47.24944,   9.34363,2502.0,synop,SAENTIS
S06681,  47.42547,   9.39846, 775.7,synop,ST. GALLEN
S06682,  46.92375,   9.17534, 958.0,synop,ELM
S06683,  47.22460,   8.94023, 408.0,synop,SCHMERIKON
S06685,  47.03459,   9.06690, 516.6,synop,GLARUS
S06686,  47.01663,   9.50258, 496.0,synop,BAD RAGAZ
S06687,  47.12875,   9.21604, 419.0,synop,QUINTEN
S06688,  46.84229,   9.17999,2480.0,synop,CRAP MASEGN
S06689,  47.37085,   8.94161,1144.0,synop,HOERNLI
S06690,  47.48368,   9.56680, 398.0,synop,ALTENRHEIN
S06693,  47.27339,   9.10848, 623.0,synop,EBNAT-KAPPEL
S06695,  46.63092,   8.58055,1438.0,synop,ANDERMATT
S06700,  46.24746,   6.12774, 420.0,synop,GENEVE-COINTRIN
S06702,  46.42470,   6.09948,1669.8,synop,LA DOLE
S06704,  46.52487,   6.34241, 683.6,synop,BIERE
S06705,  46.40105,   6.22775, 455.0,synop,NYON / CHANGINS
S06706,  46.48368,   6.44301, 425.0,synop,ST-PREX
S06707,  46.62178,   6.71007, 859.0,synop,VILLARS-TIERCELIN
S06708,  46.57226,   6.85824, 827.0,synop,ORON
S06709,  46.39344,   6.85701, 374.0,synop,BOUVERET
S06711,  46.51231,   6.66741, 455.6,synop,PULLY
S06712,  46.32665,   6.92443, 381.0,synop,AIGLE
S06714,  46.32675,   7.20379,2964.0,synop,LES DIABLERETS
S06715,  46.18295,   7.02676, 482.0,synop,EVIONNAZ
S06717,  45.86879,   7.17080,2472.0,synop,COL DU GRAND ST-BERN
S06720,  46.21857,   7.33017, 482.0,synop,SION
S06721,  46.36546,   8.19092,1448.0,synop,BINN
S06722,  46.11214,   7.50868,1825.0,synop,EVOLENE / VILLA
S06723,  46.09912,   7.26875,2730.0,synop,LES ATTELAS
S06724,  46.29874,   7.46078,1427.0,synop,MONTANA
S06725,  46.42045,   7.82320,1538.0,synop,"BLATTEN, LOETSCHENTA"
S06727,  46.30286,   7.84294, 639.0,synop,VISP
S06728,  46.19532,   7.83683,1605.0,synop,GRAECHEN
S06730,  46.54745,   7.98533,3580.0,synop,JUNGFRAUJOCH
S06731,  46.74986,   7.58522, 570.0,synop,THUN
S06733,  46.62352,   7.38421, 820.0,synop,BOLTIGEN
S06734,  46.67225,   7.87014, 577.3,synop,INTERLAKEN
S06735,  46.49202,   7.56107,1320.0,synop,ADELBODEN
S06739,  46.42653,   8.09273,2893.0,synop,EGGISHORN
S06740,  46.77051,   8.42581,3040.0,synop,TITLIS
S06744,  46.57169,   8.33325,1980.0,synop,GRIMSEL HOSPIZ
S06745,  46.50482,   8.30814,1345.9,synop,ULRICHEN
S06747,  45.95663,   7.81459,2885.0,synop,MONTE ROSA
S06748,  46.02914,   7.75311,1638.3,synop,ZERMATT
S06749,  45.98363,   7.78575,3129.0,synop,GORNERGRAT
S06750,  46.65243,   8.61505,2283.0,synop,GUETSCH OB ANDERMATT
S06751,  46.44307,   8.51339,1896.4,synop,ROBIEI
S06752,  46.32050,   8.60316, 417.0,synop,CEVIO
S06753,  46.51478,   8.68814, 990.0,synop,PIOTTA
S06754,  46.41011,   8.92474,2171.0,synop,MATRO
S06756,  46.45942,   8.93565, 575.3,synop,ACQUAROSSA / COMPROV
S06758,  46.25508,   9.16375, 323.5,synop,GRONO
S06759,  46.20042,   8.79164,1661.0,synop,CIMETTA
S06760,  46.17257,   8.78742, 366.8,synop,LOCARNO / MONTI
S06762,  46.16003,   8.93367, 203.2,synop,MAGADINO / CADENAZZO
S06770,  46.00423,   8.96032, 273.0,synop,LUGANO
S06771,  45.84340,   8.93238, 353.0,synop,STABIO
S06777,  45.92760,   9.01787,1600.4,synop,MONTE GENEROSO
S06778,  46.64814,  10.26718,1968.0,synop,BUFFALORA
S06779,  46.43233,   9.76231,1804.0,synop,SEGL-MARIA
S06780,  46.83333,   9.80638,2691.2,synop,WEISSFLUHJOCH
S06782,  46.70653,   8.85345,1197.1,synop,DISENTIS / SEDRUN
S06783,  46.46356,   9.18464,1638.7,synop,S. BERNARDINO
S06784,  46.81296,   9.84349,1594.2,synop,DAVOS
S06786,  46.87041,   9.53057, 556.0,synop,CHUR
S06787,  46.61012,   9.43192, 987.1,synop,ANDEER
S06788,  46.35302,   9.62779,1089.0,synop,VICOSOPRANO
S06789,  46.77504,   9.21534, 698.0,synop,ILANZ
S06790,  46.97551,   9.66806, 626.0,synop,SCHIERS
S06791,  46.41802,   9.82124,3302.5,synop,PIZ CORVATSCH
S06792,  46.52639,   9.87894,1708.5,synop,SAMEDAN
S06793,  46.75503,   9.55442,1569.0,synop,VALBELLA
S06794,  46.34665,  10.06113,1078.0,synop,POSCHIAVO / ROBBIA
S06795,  46.57719,   9.52953,2670.0,synop,PIZ MARTEGNAS
S06796,  46.60226,  10.42629,1383.0,synop,"STA. MARIA, VAL MUES"
S06798,  46.79327,  10.28321,1303.9,synop,SCUOL
S06799,  46.81717,  10.26139,2400.0,synop,NALUNS / SCHLIVERA
S06842,  47.50970,   9.26134, 506.0,synop,SITTERDORF
S06846,  46.72133,   9.51077,2323.0,synop,SCALOTTAS
S06848,  46.94917,   9.60340,1120.0,synop,VALZEINA
S06850,  47.29460,   8.88618,1115.0,synop,BACHTEL
S06851,  47.24427,   8.77008, 496.0,synop,HOMBRECHTIKON
S06852,  46.81839,  10.34296,1420.0,synop,SENT
S06857,  47.19769,   9.42370, 701.0,synop,GAMS
S06990,  47.12746,   9.51751, 457.3,synop,VADUZ
S07002,  50.73000,   1.60000,  73.0,synop,BOULOGNE-SEM
S07003,  50.51000,   1.62000,   5.0,synop,LE-TOUQUET
S07005,  50.14000,   1.83000,  69.0,synop,ABBEVILLE
S07010,  51.06000,   2.34000,  11.0,synop,DUNKERQUE
S07015,  50.57000,   3.10000,  47.0,synop,LILLE-LESQUIN
S07020,  49.73000,  -1.94000,   6.0,synop,PTE DE LA HAGUE
S07024,  49.65000,  -1.46000, 134.0,synop,GONNEVILLE
S07027,  49.18000,  -0.46000,  67.0,synop,CAEN-CARPIQUET
S07028,  49.51000,   0.07000, 100.0,synop,CAP-DE-LA-HEVE
S07031,  49.36000,   0.17000, 139.0,synop,ST GATIEN DES B
S07037,  49.38000,   1.18000, 151.0,synop,ROUEN-BOOS
S07038,  49.03000,   1.22000, 138.0,synop,EVREUX-HUEST
S07040,  49.93000,   1.09000,  38.0,synop,DIEPPE
S07046,  49.53000,   0.09000,  94.0,synop,OCTEVILLE
S07055,  49.45000,   2.13000,  89.0,synop,BEAUVAIS-TILLE
S07057,  49.25000,   2.52000,  88.0,synop,CREIL
S07061,  49.82000,   3.21000,  98.0,synop,ST QUENTIN
S07072,  49.21000,   4.16000,  95.0,synop,REIMS-PRUNAY
S07075,  49.78000,   4.64000, 147.0,synop,CHARLEVILLE-MEZ
S07093,  48.98000,   6.24000, 260.0,synop,M.N.L.
S07100,  48.47000,  -5.06000,  64.0,synop,OUESSANT-STIFF
S07103,  48.04000,  -4.73000,  67.0,synop,PTE DU RAZ
S07107,  48.68000,  -4.33000,   9.0,synop,BRIGNOGAN
S07110,  48.44000,  -4.41000,  94.0,synop,BREST-GUIPAVAS
S07117,  48.83000,  -3.47000,  55.0,synop,PLOUMANAC'H
S07118,  48.76000,  -3.47000,  85.0,synop,LANNAERO
S07120,  48.53000,  -2.85000, 135.0,synop,ST BRIEUC
S07125,  48.59000,  -2.08000,  58.0,synop,DINARD
S07130,  48.07000,  -1.73000,  36.0,synop,RENNES-ST JACQUES
S07134,  48.03000,  -0.75000, 100.0,synop,LAVAL-ETRONNIER
S07139,  48.45000,   0.11000, 143.0,synop,ALENCON
S07140,  48.06000,   1.38000, 126.0,synop,CHATEAUDUN
S07143,  48.46000,   1.50000, 155.0,synop,CHARTRES
S07145,  48.77000,   2.01000, 167.0,synop,TRAPPES
S07146,  48.75000,   2.11000, 154.0,synop,TOUSSUS LE NOBLE
S07149,  48.72000,   2.38000,  89.0,synop,ORLY
S07150,  48.97000,   2.43000,  49.0,synop,LE BOURGET
S07153,  48.61000,   2.68000,  91.0,synop,MELUN
S07156,  48.82000,   2.34000,  75.0,synop,PARIS-MONTSOURIS
S07157,  49.02000,   2.53000, 108.0,synop,ROISSY
S07168,  48.32000,   4.02000, 112.0,synop,TROYES-BARBEREY
S07169,  48.63000,   4.90000, 139.0,synop,ST-DIZIER
S07180,  48.69000,   6.22000, 212.0,synop,NANCY-ESSEY
S07181,  48.58000,   5.96000, 336.0,synop,NANCY-OCHEY
S07190,  48.55000,   7.64000, 150.0,synop,STRASBOURG-ENTZHEIM
S07197,  47.93000,   7.41000, 207.0,synop,COLMAR-MEYENHEIM
S07200,  47.80000,  -4.37000,   3.0,synop,PTE DE PENMARCH
S07201,  47.97000,  -4.16000,  82.0,synop,QUIMPER
S07203,  47.65000,  -3.50000,  41.0,synop,ILE DE GROIX
S07205,  47.76000,  -3.44000,  45.0,synop,LORIENT-LANN BIHOUE
S07207,  47.29000,  -3.22000,  34.0,synop,BELLE ILE-LE TALUT
S07217,  47.31000,  -2.15000,   3.0,synop,ST NAZAIRE-MONTOIR
S07222,  47.15000,  -1.61000,  26.0,synop,NANTES-BOUGUENAIS
S07230,  47.48000,  -0.61000,  50.0,synop,BEAUCOUZE
S07235,  47.94000,   0.19000,  48.0,synop,LE MANS
S07240,  47.44000,   0.73000, 108.0,synop,TOURS
S07245,  47.68000,   1.21000, 119.0,synop,BLOIS
S07247,  47.32000,   1.69000,  83.0,synop,ROMORANTIN
S07249,  47.99000,   1.78000, 125.0,synop,ORLEANS
S07255,  47.06000,   2.36000, 161.0,synop,BOURGES
S07257,  47.05000,   2.64000, 175.0,synop,AVORD
S07260,  47.00000,   3.11000, 175.0,synop,NEVERS-MARZY
S07266,  47.82000,   3.55000, 152.0,synop,AUXERRE-PERRIGNY
S07280,  47.27000,   5.09000, 219.0,synop,DIJON-LONGVIC
S07283,  47.84000,   5.34000, 466.0,synop,LANGRES
S07288,  47.25000,   5.99000, 307.0,synop,BESANCON
S07292,  47.79000,   6.36000, 271.0,synop,LUXEUIL
S07296,  47.59000,   6.84000, 401.0,synop,DORANS
S07299,  47.61000,   7.51000, 263.0,synop,BALE-MULHOUSE
S07300,  46.69000,  -2.33000,  32.0,synop,L ILE D YEU
S07306,  46.70000,  -1.38000,  90.0,synop,LA ROCHE SUR YON
S07314,  46.05000,  -1.41000,  11.0,synop,PTE DE CHASSIRON
S07316,  46.18000,  -1.19000,  20.0,synop,LA ROCHELLE AERODROM
S07330,  46.32000,  -0.40000,  57.0,synop,NIORT
S07335,  46.59000,   0.31000, 123.0,synop,POITIERS-BIARD
S07354,  46.87000,   1.74000, 158.0,synop,CHATEAUROUX  DEOLS
S07361,  46.18000,   1.95000, 365.0,synop,GUERET-ST LAURENT
S07374,  46.17000,   3.40000, 249.0,synop,VICHY-CHARMEIL
S07379,  46.41000,   4.02000, 242.0,synop,ST YAN
S07385,  46.30000,   4.80000, 216.0,synop,MACON
S07386,  47.04000,   5.43000, 195.0,synop,TAVAUX SA
S07412,  45.67000,  -0.32000,  30.0,synop,COGNAC
S07434,  45.86000,   1.18000, 402.0,synop,LIMOGES-BELLEGARDE
S07438,  45.15000,   1.47000, 112.0,synop,BRIVE
S07460,  45.79000,   3.15000, 331.0,synop,CLERMONT-FD
S07471,  45.07000,   3.76000, 833.0,synop,LE PUY-LOUDES
S07475,  45.53000,   4.29000, 400.0,synop,ST ETIENNE-BOUTHEON
S07480,  45.73000,   4.94000, 197.0,synop,LYON-BRON
S07481,  45.73000,   5.08000, 235.0,synop,LYON-ST EXUPERY
S07482,  45.97650,   5.32933, 250.0,synop,AMBERIEU
S07486,  45.36000,   5.31000, 384.0,synop,GRENOBLE-ST GEOIRS
S07490,  45.93000,   6.11000, 458.0,synop,MEYTHET
S07491,  45.64000,   5.88000, 235.0,synop,CHAMBERY-AIX
S07500,  44.63000,  -1.25000,   9.0,synop,LEGE-CAP-FERRET
S07503,  44.43000,  -1.25000,  35.0,synop,BISCARROSSE
S07510,  44.83000,  -0.69000,  47.0,synop,BORDEAUX-MERIGNAC
S07524,  44.17000,   0.59000,  58.0,synop,AGEN
S07530,  44.82000,   0.52000,  49.0,synop,BERGERAC
S07535,  44.75000,   1.40000, 260.0,synop,GOURDON
S07540,  44.03000,   1.38000, 106.0,synop,MONTAUBAN
